X,Y,id,WaterBody,Town,County,Owner,Manager,AccessType,BoatSize,RampType,UniversalAccess,BulletinBoard,Exposure,Parking,Shorefishing,UseVolume,Dock,WinterPlowing,SummerPortolet,WinterPortolet,TempPortolet,AccessName,Bowfin,Carp,ChannelCatfish,WhiteCrappie,LongnoseGar,Muskellunge,WhitePerch,AmericanShad,Sheepshead,LakeWhitefish,BrookTrout,BrownTrout,RainbowTrout,LakeTrout,LandlockedSalmon,RainbowSmelt,YellowPerch,Walleye,NorthernPike,ChainPickerel,LargemouthBass,SmallmouthBass,Bullhead,Panfish,BlackCrappie,Burbot,Directions,CoordX,CoordY,LakeArea,MaximumDepth,ESRI_OID
-73.2152,43.7158,139,Breese Pond,Hubbardton,Rutland,F&W,F&W,Boating/Fishing,Carry-on,None,No,No,Protected,N/A,Spring-Summer,,No,No,No,No,No,Breese Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,"Take US Route 4 or US Route 7 to Rutland, then head West on US Route 4 for approximately 13 miles.  Take Exit 4 onto VT Route 30 North towards Hubbardton.  Continue on VT Route 30 for 7.1 miles through the town of Hubbardton and turn left onto Hortinia Rd.  Proceed West for 1.7 miles, then turn LEFT onto Black Pond Rd. Travil 0.1 miles to the Access Area on the LEFT.",-73.215244,43.715785,5,,127
-73.2532,43.8602,141,Richville Pond,Shoreham,Addison,F&W,F&W,Fishing,N/A,None,No,No,,Small,Spring-Summer,Light,No,No,No,No,No,Richville Covered Bridge,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,"Take US Route 7 to Middlebury, then turn onto VT Route 30 South.  Travel South on VT Route 30 for 10 miles, then turn RIGHT onto Shoreham-Whiting Rd.  Drive West on Shoreham-Whiting Rd. for 1.5 miles, through East Shoreham, and turn LEFT onto Shoreham Depot Rd.  Travel South on Shoreham Depot Rd for 1/2 mile.  Just before Richville pond, at the intersection of Dame Road and Shoreham Depot Rd, veer RIGHT onto the small road which leads to the Access Area by the covered bridge.",-73.253239,43.860232,124,8,128
-73.0886,44.9885,142,Lake Champlain,Highgate,Franklin,F&W,F&W,Boating/Fishing,Small,Gravel,No,Yes,Protected,Small,Spring,Light,No,Yes,No,No,No,Rock River,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take Interstate 89 to Exit 22 in Highgate.  Take US Route 7 South for 1.5 miles, and the Access Area will be on the LEFT.",-73.08862483,44.98850026,0,0,129
-72.5882,44.0779,143,Rood Pond,Williamstown,Orange,F&W,F&W,Boating/Fishing,Small,Concrete Plank,Yes,Yes,Southeast,Small,All Year,Light,No,Yes,Yes,No,No,Rood Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,"Take Interstate 89 to Exit 5 in Willamstown.  Off the Exit, take VT Route 64 East for2.5 miles, then turn RIGHT onto Rood Pond Rd.  Travel South on Rood Pond Rd for 3 miles and the Access Area will be on the LEFT.",-72.58818801,44.07786076,23,52,130
-73.3395,44.9988,144,Lake Champlain,Alburg,Grand Isle,F&W,F&W,Fishing,N/A,None,Yes,Yes,"North, West",Large,All Year,Light,No,Yes,No,No,No,Korean War Veterans Access,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Take Interstate 89 to Exit 17 in Colchester.  Off the Exit follow US Route 2 West towards the Lake Champlain Islands.  Travel West for 34.6 miles to Alburg Village.  After Alburg Village continue travelling West on US Route 2 for  2 miles to the bridge crossing Lake Champlain.  The Access Area will be on the RIGHT just before the bridge.,-73.33953982,44.99876519,172800,400,131
-73.1723,44.7946,145,Lake Champlain,Saint Albans,Franklin,F&W,F&W,Boating/Fishing,Large,Concrete,No,Yes,Protected,Large,All Year,Heavy,Yes,Yes,Yes,Yes,No,Saint Albans Bay,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take Interstate 89 to Exit 19 for St. Albans.  Off the Exit turn RIGHT onto VT Route 104/Fairfax Rd.  Travel North for 1/4 mile then turn LEFT onto VT Route 36/Fairfield St.  Travel West on VT Route 36 for 4 miles, the turn LEFT onto Hathaway Point Rd.  Travel South on Hathaway Point Rd for 2 miles, and the Access Area will be on the LEFT.",-73.17228346,44.79459693,172800,400,132
-73.2136,44.6233,146,Lake Champlain,Milton,Chittenden,F&W,F&W,Fishing,N/A,None,No,Yes,Protected,Small,Spring,Light,No,No,No,No,No,Sand Bar Refuge,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Take Interstate 89 to Exit 17 in Colchester.  Off the exit take US Route 2 West towards the Lake Champlain Islands.  Travel West for 4 miles towards Sandbar State Park.  The Access Area will be on the RIGHT before the bridge to South Hero.,-73.213641,44.623308,0,0,133
-73.2052,44.604,147,Lamoille River,Milton,Chittenden,F&W,F&W,Fishing,N/A,None,Yes,Yes,Protected,Medium,Spring-Summer,Light,No,No,Yes,No,No,Sears,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 17 in Colchester.  Take US Route 2 West for 2.5 miles, then turn LEFT onto Cub Rd, followed by a LEFT onto Gravelle Rd, then an immediate RIGHT onto the Access Rd which leads to the Access Area.",-73.20516507,44.60403271,0,0,134
-71.982,44.9104,149,Seymour Lake,Morgan,Orleans,F&W,F&W,Boating/Fishing,Large,Concrete,No,Yes,South,Large,All Year,Heavy,Yes,Yes,Yes,Yes,No,Seymour Lake,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,"Take Interstate 91 to Exit 28 in Derby.  Off the Exit travel North on US Route 5 for 1/2 mile, then turn RIGHT onto VT Route 105, followed by an immediate LEFT onto VT Route 111 East.  Follow VT Route 111 East for 10 miles.  The Access Area will be on the RIGHT just past the intersection with Valley Rd.",-71.98196928,44.91044937,1777,167,135
-71.8694,44.4058,150,Shadow Lake-Concord,Concord,Essex,F&W,F&W,Boating/Fishing,Small,Concrete Plank,No,Yes,South,Small,All Year,Light,No,No,No,No,No,Shadow Lake (Concord),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,"Take Interstate 91 to Exit 25 in Barton.  Off the Exit take VT Route 16 South for  5 miles, then turn RIGHT onto Shadow Lake Rd.  Travel West on Shadow Lake Rd for 1.5 miles, and the Access Area will be on the RIGHT.",-71.86944681,44.40584278,114,55,136
-72.2206,44.6637,151,Shadow Lake-Glover,Glover,Orleans,F&W,F&W,Boating/Fishing,Medium,Concrete,No,Yes,Protected,Small,All Year,Light,No,Yes,Yes,No,No,Shadow Lake (Glover),No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,"Take Interstate 91 to Exit 25 in Barton.  Off the Exit take VT Route 16 South for  5 Miles then turn RIGHT onto Shadow Lake Rd.  Travel West on Shadow Lake Rd for 1.5 miles, and the Access Area will be on the RIGHT.",-72.22058738,44.66371003,199,139,137
-73.2348,44.3994,152,Lake Champlain,Shelburne,Chittenden,Lease,F&W,Boating/Fishing,Medium,Concrete,No,Yes,North,Small,Spring-Summer,Moderate,Yes,Yes,Yes,Yes,No,Shelburne Bay,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,"Take US Route 7 to Shelburne, then turn West onto Bay Road.  Travel West on Bay Road for 1 mile, and the Access Area will be on the RIGHT.",-73.23484284,44.39943429,172800,400,138
-73.1622,44.3771,153,Shelburne Pond,Shelburne,Chittenden,F&W,F&W,Boating/Fishing,Medium,Gravel,No,Yes,North,Medium,All Year,Moderate,No,Yes,No,No,No,Shelburne Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,"Take Interstate 89 to Exit 12 in Williston.  Off the Exit take VT Route 2A South for 5 miles, then turn RIGHT onto VT Route 116 North.  Travel North for 3/4 of a mile, then turn LEFT onto Pond Rd.  Travel West on Pond Rd for 1.5 miles, then turn RIGHT onto Pond Access Rd and continue to the Access Area.",-73.16222524,44.37710728,450,25,139
-73.3429,43.7643,154,Lake Champlain,Orwell,Addison,F&W,F&W,Boating/Fishing,Medium,Gravel,No,Yes,Southwest,Medium,All Year,Moderate,No,Yes,No,Yes,No,George Davis (Singing Cedars),Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take US Route 4 to exit 2 for Fair Haven.  Off the Exit follow VT Route 22A North.  Travel North for 11 miles, then turn LEFT onto North Cross Rd.  Travel West on North Cross Rd for 1/2 mile, then turn RIGHT onto Stage Rd.  Travel North on Stage Rd for 1/2 mile, then turn LEFT onto Singing Cedars Rd.  Travel West on Singing Cedars Rd for 2 miles to the Access Area.",-73.34285096,43.76429515,172800,400,140
-72.213,44.9291,155,Lake Memphremagog,Newport City,Orleans,Lease,F&W,Boating/Fishing,Medium,Concrete,No,Yes,South,Large,All Year,Moderate,Yes,Yes,No,No,No,South Bay,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Take Interstate 91 to Exit 28 in Derby Center.  Off the Exit follow US Route 5 South for 4.5 miles to Newport.  In Newport turn LEFT onto Coventry St and continue for 1/2 mile to the Access Area on the RIGHT.,-72.21304121,44.92908299,6317,351,141
-72.7099,42.8465,156,South Pond,Marlboro,Windham,F&W,F&W,Boating/Fishing,Medium,Concrete Plank,No,Yes,West,Small,Trout Season Only,Light,No,No,No,No,No,South Pond,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"Take Interstate 91 to Exit 2 in Brattleboro.  Off the Exit take VT Route 9 West for 1.5 mile, then turn LEFT onto Greenleaf Rd.  Travel West on Greenleaf Rd, then veer RIGHT at the fork onto Abbott Rd, and continue driving as Abbot Rd becomes Ames Hill Rd.  Travel for 5 miles, then turn LEFT onto South Pond Rd.  Travel South on South Pond Rd for 1 mile to the Access Area.",-72.70985883,42.84646793,68,35,142
-73.2776,44.2265,157,Little Otter Creek,Ferrisburg,Addison,F&W,F&W,Boating/Fishing,Medium,Concrete Plank,No,Yes,Protected,Medium,Spring,Light,No,No,No,No,Yes,South Slang,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take US Route 7 to Ferrisburgh, then turn West onto Little Chicago Rd.  Travel West for 1 mile, then turn RIGHT onto Hawkins Rd.  Travel North on Hawkins Rd for 2 miles and the Access Area will be on the RIGHT.",-73.27756336,44.22649359,0,0,143
-73.1774,42.8112,158,South Stream,Pownal,Bennington,F&W,F&W,Boating/Fishing,Carry-on,None,No,No,,Medium,Spring,Light,No,No,No,No,No,South Stream,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,"Take US Route 7 to Pownal, then turn East onto Barber Pond Rd.  Travel East on Barber Pond Rd, which becomes South Stream Rd, for 5 miles.  The Access Area is on the LEFT across from the intersection of Watershed Rd and South Stream Rd.",-73.1774331,42.81116801,0,0,144
-71.8553,44.8042,159,Spectacle Pond,Brighton,Essex,F&W,F&W,Boating/Fishing,Small,Concrete Plank,No,Yes,North,Medium,All Year,Light,No,No,No,No,No,Spectacle Pond,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 91 to Exit 28 in Derby.  Off the Exit, take US Route 5 North for  1 mile, then turn RIGHT onto VT Route 105.  Travel East on VT Route 105 for  20 miles, through the town of Island Pond, then turn RIGHT onto Lakeshore Drive, followed by another quick LEFT onto Fishing Village Rd.  The access Area will be off of Fishing Village Rd on the LEFT.",-71.85533046,44.80417795,102,15,145
-73.2328,44.8949,160,Lake Champlain,North Hero,Grand Isle,F&W,F&W,Boating/Fishing,Medium,Concrete,No,Yes,North,Medium,All Year,Light,Yes,Yes,No,No,Yes,Stephensen Point,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take Interstate 89 to Exit 17 in Colchester.  Off the Exit follow US Route 2 West towards the Lake Champlain Islands.  Travel West for 25 miles, through the town of North Hero, then turn RIGHT onto Lakeview Dr.  Travel North on Lakeview Dr for 2.5 miles, then turn RIGHT onto North End Rd and continue to the Access Area.",-73.23279685,44.89489431,172800,400,146
-73.3588,44.8715,161,Lake Champlain,Isle La Motte,Grand Isle,F&W,F&W,Boating/Fishing,Small,Gravel/Shale,No,Yes,"Southwest, North",Small,All Year,Light,No,Yes,No,No,Yes,Stoney Point,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 17 in Colchester.  Take US Route 2 West for 27 miles, then turn LEFT onto VT Route 129 West.  Travel West for 3 miles, then cross the bridge to Isle La Motte and turn LEFT onto Main St.  Travel South on Main St for 2 miles, then turn RIGHT onto School St.  Travel West on School St for  1 mile, then turn LEFT onto West Shore Rd.  Travel South on West Shore Rd for 1 mile, and the Access Area will be on the RIGHT.",-73.35882936,44.87147669,172800,400,147
-73.2149,44.9254,163,Lake Champlain,Swanton,Franklin,F&W,F&W,Boating/Fishing,Medium,Concrete,No,Yes,Southwest,Large,All Year,Moderate,No,Yes,No,No,Yes,Tabor Point,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take Interstate 89 to Exit 21 in Swanton.  Off the Exit, take VT Route 78 West for  6.5 miles, then turn LEFT onto Tabor Rd.  Travel South onto Tabor Rd for  2.5 miles, then turn LEFT onto Champlain St, followed by a quick RIGHT onto Hog Island Rd.  Travel South on Hog Iland Rd for 1 mile, and the Access Area will be on the RIGHT.",-73.21488219,44.925375,172800,400,148
-72.097,44.192,165,Ticklenaked Pond,Ryegate,Caledonia,F&W,F&W,Boating/Fishing,Small,Gravel,No,Yes,South,Small,All Year,Light,No,No,No,No,No,Ticklenaked Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 91 to Exit 17 in Newbury.  Take US Route 302 West for  1 mile, then turn RIGHT onto Boltonville Rd.  Travel North on Boltonville Rd for  2 miles, then turn LEFT onto Ticklenaked Pond Rd, and continue to the Access Area on the LEFT.",-72.09695482,44.19202067,48,51,149
-72.4471,44.4436,167,Valley Lake,Woodbury,Washington,F&W,F&W,Boating/Fishing,Small,Gravel,No,Yes,Protected,Small,Spring-Summer,Light,No,No,No,No,No,Valley Lake,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 8 in Montpelier. Off the Exit follow Memorial Drive, which become US Route 2 East, for 3/4 of a mile to the intersection with VT Route 12/Main St.  Turn LEFT onto VT Route 12 North.  Travel North for 9 miles, then turn RIGHT onto Calais Rd.  Travel East on Calais Rd, which becomes Worcester Rd for 4 miles, then turn LEFT onto County Rd.  Travel North on County Rd for 6 miles, then turn RIGHT onto Dog Pond Rd, followed by a LEFT onto Fishing Rd.  The Access Area is at the end of Fishing Rd.",-72.44707992,44.44355778,83,70,150
-73.2091,44.706,168,Lake Champlain,Milton,Chittenden,F&W,F&W,Boating/Fishing,Medium,Concrete,No,No,Unprotected,Large,All Year,Moderate,No,Yes,Yes,Yes,No,Van Everest,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 17 in Colchester.  Off the Exit, follow US Route 7 North towards Milton.  Travel North for  6.2 miles to Lake Rd.  Turn LEFT on Lake Rd and travel for 7.5 miles until Lake Rd is parrallel to Lake Champlain on the LEFT.  Turn LEFT onto Fishing Access Rd, and continue to the Access Area.",-73.2091351,44.70596109,172800,400,151
-73.3412,44.7196,169,Lake Champlain,Grand Isle,Grand Isle,F&W,F&W,Boating/Fishing,Medium,Concrete,No,Yes,Unprotected,Small,All Year,Light,No,Yes,Yes,Yes,No,Vantines,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Take Interstate 89 to Exit 17 in Colchester.  Off the Exit follow US Route 2 West towards the Lake Champlain Islands.  Travel for 14.5 miles to Hyde Rd in Grand Isle.  Turn LEFT onto Hyde Rd and travel for 2 miles to Adams School Rd.  Turn LEFT onto Adams School Rd and travel South for 1/4 mile to Quaker Rd.  Turn RIGHT onto Quaker Rd and travel West for 3/4 of a mile to West Shore Rd.  Turn RIGHT onto West Shore Rd and travel North for 1/2 mile to the Access Area on the LEFT.,-73.34124506,44.7195985,172800,400,152
-72.5002,42.7438,170,Vernon Hatchery Pond,Vernon,Windham,F&W,F&W,Boating/Fishing,Carry-on,None,No,Yes,Protected,Small,Trout Season Only,Light,No,No,No,No,No,Vernon Hatchery Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Take Interstate 91 to Exit 1 in Brattleboro.  Off the Exit follow US Route 5 South for 3.4 miles to Tyler Hill Rd in Guilford.  Turn LEFT onto Tyler Hill Rd and travel East for 2 miles to VT Route 142.  Turn RIGHT onto VT Route 142 South and travel for 2.5 miles to Newton Rd.  Turn RIGHT onto Newton Rd and travel 1 mile to the Access Area on the LEFT.,-72.500175,42.743842,10,,153
-73.1414,43.0976,171,Batten Kill,Arlington,Bennington,Lease,F&W,Boating/Fishing,Carry-on,None,No,Yes,Protected,Small,Trout Season Only,Light,No,No,No,No,No,Wagon Wheel,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Take US Route 7 to Arlington, then turn onto VT Route 313 West.  Travel West for 2 miles, then turn RIGHT onto VT Route 7A.  Travel North on VT Route 7A for 3 miles, and the Access Area will be on the LEFT, at the end of Fishing Access Rd.",-73.1413547,43.09760501,0,0,154
-71.6357,45.0107,172,Wallace Pond,Canaan,Essex,F&W,F&W,Boating/Fishing,Small,Concrete,No,Yes,Protected,Small,All Year,Light,No,No,Yes,No,No,Wallace Pond,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,"Take Interstate 91 to Exit 28 in Derby.  Take US Route 5 North for  1 mile, then turn RIGHT onto VT Route 105 East.  Travel East on VT Route 105 for 1/2 mile, then turn LEFT onto VT Route 111 East.  Travel East on VT Route 111 for 13.5 miles, then turn LEFT onto VT Route 114 North.  Travel North on VT Route 114 for 22 miles, and the Access Area will be on the LEFT at the end of Lake Access Rd.",-71.6357371,45.01065592,532,62,155
-72.7244,44.2904,173,Mad River,Moretown,Washington,F&W,F&W,Fishing,N/A,None,No,Yes,,Large,Spring,Moderate,No,No,No,No,No,Ward,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"Take Interstate 89 to Exit 9 in Middlesex.  Off the Exit follow US Route 2 East for 1/2 mile, into Middlesex, then turn RIGHT onto Church St.   Continue on Church St for approximately 1/4 mile to VT Route 100B.   Turn RIGHT onto VT Route 100B South.  Travel South for 2.5 miles and the Access Area will be on the LEFT.",-72.72440393,44.29037989,0,0,156
-73.1568,43.0766,174,Batten Kill,Arlington,Bennington,Lease,F&W,Boating/Fishing,Carry-on,None,No,Yes,Protected,Small,Trout Season Only,Light,No,No,No,No,No,Waterworks Bridge,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Take US Route 7 to Arlington, then take Exit 3 onto VT Route 313 West.  Travel West for 2 miles to VT Route 7A.  Turn RIGHT onto VT Route 7A North.  Travel North for 2 miles, and the Access Area will be on the LEFT.",-73.15676072,43.0765683,0,,157
-72.6143,42.7379,175,Weather Head Hollow Pond,Guilford,Windham,F&W,F&W,Boating/Fishing,Small,Concrete Plank,No,Yes,South,Small,Trout Season Only,Light,No,No,No,No,No,Weatherhead Hollow Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Take Interstate 91 to Exit 1 in Brattelboro.  Off the Exit follow US Route 5 South for 1.2 miles to Guilford Center Rd.  Turn RIGHT onto Guilford Center Rd and travel for 2 miles to Weatherhead Hollow Rd.  Turn LEFT onto Weatherhead Hollow Rd and travel South for 4 miles to the Access Area at the South end of the pond.,-72.61432446,42.73793808,33,10,158
-72.3428,44.4142,176,West Hill Pond,Cabot,Washington,F&W,F&W,Boating/Fishing,Carry-on,None,No,No,,N/A,Spring-Summer,Light,No,No,No,No,No,West Hill Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Take Interstate 89 to Exit 8 for Montpelier.  Off the Exit follow US Route 2 East for 18 miles to VT Route 215 in Marshfield.  Turn LEFT onto VT Route 215 North and travel for 3.2 miles to Hill Pond Rd.  Turn LEFT onto Hill Pond Rd and travel for 1.7 miles to Cabot Rd.  Turn LEFT onto Cabot Rd and the Access Area will be on the RIGHT.,-72.342821,44.41418,46,13,159
-73.2115,44.9707,178,Lake Champlain,Swanton,Franklin,F&W,F&W,Boating/Fishing,Large,Concrete,No,Yes,"North, West",Medium,All Year,Heavy,Yes,Yes,Yes,Yes,No,Larry Greene,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Take Interstate 89 to Exit 21 in Swanton.  Off the Exit take VT Route 78 West for 7 miles and the Access Area will be on the RIGHT.,-73.21146854,44.97070599,172800,400,160
-72.2339,44.9539,179,Lake Memphremagog,Newport Town,Orleans,F&W,F&W,Boating/Fishing,Medium,Concrete,No,Yes,"North, East",Large,All Year,Moderate,Yes,Yes,Yes,Yes,No,Whipple Point,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Take Interstate 91 to Exit 28 in Derby Center.  Off the Exit follow US Route 5 South for 5.4 miles to Logan Drive in Newport.  Turn RIGHT onto Logan Dr and continue for 1/2 mile to South Lake Rd.  Turn LEFT onto South Lake Rd and travel North for 3 miles to the Access Area on the RIGHT.,-72.23394731,44.95394176,6317,351,161
-73.3874,43.8192,180,Lake Champlain,Orwell,Addison,F&W,F&W,Boating/Fishing,Carry-on,None,No,No,,Small,Spring-Summer,,No,No,No,No,No,Mt Independence,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Take Interstate 91 to Exit 6 in Rockingham.  Off the exit take VT Route 103 North for 10 miles to the Access Area on the LEFT.,-73.387376,43.81921,0,0,162
-73.2747,44.5363,182,Lake Champlain,Colchester,Chittenden,F&W,F&W,Boating/Fishing,Large,Concrete,Yes,Yes,Protected,Large,Spring-Summer,Moderate,Yes,No,Yes,No,No,Colchester Point,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 16. Head North on US Route 7 toward Colchester for 1.7 miles.  At the traffic light turn LEFT onto Blakely Road and proceed for 1.7 miles to Mallets Bay Park.  Turn LEFT onto VT Route 127 and travel for 1 mile.  Veer RIGHT onto West Lakeshore Drive, and continue for another 2.2 miles as the road becomes Holy Cross Rd, then Colchester Point Rd.  Continue 0.6 miles to the end of Colchester Point Rd to reach the Access Area",-73.27474429,44.53628714,172800,400,163
-73.0998,44.1819,183,Bristol Pond,Bristol,Addison,F&W,F&W,Boating/Fishing,Medium,Concrete,No,Yes,Protected,Small,Spring,Light,No,Yes,No,No,No,Bristol Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Take US Route 17 to Bristol and turn north on to North Street.  North St. turns into Monkton Rd.  Continue from Rt. 17 for approximately 4.5 miles.  Turn right (east) onto the Access Area drive.,-73.09983,44.181918,248,9,164
-72.4271,44.5665,184,Wolcott Pond,Wolcott,Lamoille,F&W,F&W,Boating/Fishing,Small,Concrete Plank,No,Yes,Protected,Small,All Year,Light,No,No,No,No,No,Wolcott Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Take Interstate 89 to Exit 10 in Waterbury.  Off the Exit follow VT Route 100 North for 19.5 miles to VT Route 15 in Morrisville.  Turn RIGHT onto VT Route 15 East and travel for 8.2 miles to East Hill Rd in Wolcott.  Turn LEFT onto East Hill Rd and travel for approximately 5 miles to Wolcott Pond Rd.  Turn RIGHT onto Wolcott Pond Rd and continue to the end to reach the Access Area.,-72.427099,44.566514,68,23,165
-72.7621,43.5723,185,Woodward Reservoir,Plymouth,Windsor,F&W,F&W,Boating/Fishing,Small,Concrete Plank,Yes,Yes,Protected,Large,All Year,Light,No,Yes,Yes,No,No,Woodward Reservoir,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 1, then follow US Route 4 West for 24.5 miles to VT Route 100 in West Bridgewater.  Turn LEFT onto VT Route 100 South and travel for 1.5 miles to the Access Area on the LEFT, at the northern tip of the reservoir.",-72.76213204,43.57225765,106,32,166
-72.4139,44.4074,186,Sabin Pond,Woodbury,Washington,F&W,F&W,Boating/Fishing,Medium,Concrete,No,Yes,Protected,Medium,All Year,Moderate,No,Yes,No,No,No,Sabin Pond,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 8 in Montpelier.  Off the Exit follow US Route 2 East for 10 miles to East Montpelier, then turn LEFT onto VT Route 14 North.  Travel North for 10 miles to East Calais.  After East Calais continue travelling North on VT Route 14 for another 1.5 miles to the Access Area on the LEFT, at the North end of the pond.",-72.41390216,44.40741334,142,58,167
