id,CordX,CordY,WaterBody,Town,County,Owner,Manager,BoatingAccess,BoatSize,RampType,UniversalAccess,BulletinBoard,Exposure1,Exposure2,Parking,Shorefishing,UseVolume,Dock,WinterPlowing,SummerPortolet,WinterPortolet,TempPortolet,AccessName,Bowfin,Carp,ChannelCatfish,WhiteCrappie,LongnoseGar,Muskellunge,WhitePerch,AmericanShad,Sheepshead,LakeWhitefish,BrookTrout,BrownTrout,RainbowTrout,LakeTrout,LandlockedSalmon,RainbowSmelt,YellowPerch,Walleye,NorthernPike,ChainPickerel,LargemouthBass,SmallmouthBass,Bullhead,Panfish,BlackCrappie,Burbot,Directions,LakeArea,MaximumDepth
186,-72.4139,44.4074,Sabin Pond,Woodbury,Washington,F&W,F&W,Yes,Medium,Concrete,No,Yes,Protected,Protected,Medium,All Year,Moderate,No,Yes,No,No,No,Sabin Pond,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 8 in Montpelier.  Off the Exit follow US Route 2 East for 10 miles to East Montpelier, then turn LEFT onto VT Route 14 North.  Travel North for 10 miles to East Calais.  After East Calais continue travelling North on VT Route 14 for another 1.5 miles to the Access Area on the LEFT, at the North end of the pond.",142,58
187,-72.1226,43.9966,Waits River,Bradford,Orange,Municipality,F&W,Yes,Medium,Concrete,No,Yes,Protected,Protected,Small,Spring-Summer,Light,Yes,No,No,No,No,Bugbee Landing,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Take Interstate 91 to exit 16 in Bradford.  Travel south on VT Route 25 (Waits River Road) for 0.5 miles to Lower Plain Rd/US Route 5 S.  Travel south on US Route 5 for 1.8 miles to Mallary Rd.  Turn LEFT onto Mallary Rd and proceed 0.7 miles to Bugbee Lane which leads to the Access Area.,0,0
188,-72.7078,43.4904,Amherst Lake,Plymouth,Windsor,F&W,F&W,Yes,Medium,Concrete Plank,No,Yes,Protected,Protected,Small,Spring-Summer,Moderate,No,No,Yes,No,No,Amherst Lake,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,From Interstate 89 take Exit 1 onto US Route 4 West and continue for approximately 19 miles to Bridgewater Corners.  At Bridgewater Corners turn LEFT onto VT Route 100A South and travel 3.5 miles to VT Route 100 in Plymouth.  Turn LEFT on VT Route 100 South and travel 4 miles to Amherst Lake.  Continue to the south end of the lake and turn LEFT onto Amherst Rd.  Follow Amherst Rd to the Access Area at the end.,76,90
189,-72.3966,44.4671,Buck Lake,Woodbury,Washington,F&W,F&W,Yes,Small,Gravel,No,No,South,N/A,Small,Spring,Moderate,No,No,No,No,No,Buck Lake,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 8 and head East on US Route 2 for approximately 8 miles to VT Route 14 in East Montpelier.  Proceed North on VT Route 14 for 8.3 miles to Buck Lake Rd.  Turn RIGHT onto Buck Lake Rd and the Access Area is 1.3 miles ahead on the RIGHT, while the Green Mountain Camp reception building is 1 mile ahead on the right.",39,33
190,-72.5274,42.9575,Connecticut River,Putney,Windham,F&W,F&W,Yes,Small,Concrete Plank,No,Yes,Protected,Protected,Small,Spring-Fall,Moderate,No,No,No,No,No,Dummerston,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Take Interstate 91 to Exit 4 in Putney.  Off the Exit take Putney Landing Rd to the Access Area at the very end.,0,0
191,-73.2686,43.8714,Richville Pond,Shoreham,Addison,F&W,F&W,Yes,Small,Gravel,No,Yes,Protected,Protected,Small,Spring-Summer,Light,No,Yes,No,No,No,Richville,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,"Take US Route 7 to Middlebury, then turn onto VT Route 30 South.  Travel South on VT Route 30 for 10 miles, then turn RIGHT onto Shoreham-Whiting Rd.  Drive West on Shoreham-Whiting Rd for 1.5 miles, through East Shoreham, and turn LEFT onto Shoreham Depot Rd.  Travel South on Shoreham Depot Rd for 1/2 mile.  The Access Area is on the LEFT,  just before the bridge that crosses Richville Pond",124,8
192,-73.2565,44.5256,Winooski River,Colchester,Chittenden,F&W,F&W,Yes,Carry-on,None,Yes,No,Protected,Protected,Medium,Spring-Summer,Moderate,No,No,No,No,No,Heineberg Bridge,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 16 and follow US Route 7 North for 2 miles to Colchester, then turn LEFT onto VT Route 127, also called Bay Rd.  Travel on VT Route 127 for 4 miles to Malletts Bay, then turn LEFT onto Prime Rd (a.k.a. Route 127 continuation/Burlington Beltline).  Travel another 1.75 miles and the access drive will be on the RIGHT just before VT Route 127 crosses the Winooski River.",0,0
194,-73.2184,44.6062,Lamoille River,Milton,Chittenden,F&W,F&W,Yes,Large,Concrete,Yes,Yes,Protected,Protected,Large,Spring-Summer,Moderate,No,No,Yes,No,No,Lamoille River,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Take Interstate 89 to Exit 17 in Colchester.  Off the Exit take US Route 2 West towards the Lake Champlain Islands.  Drive  2.4 miles and turn LEFT onto Bear Cub Rd.  Continue to the stop sign and turn LEFT onto Gravelle Rd followed by the first RIGHT onto the Access Rd.  Continue on the Access Rd to the Access Area at the end.,0,0
195,-73.4215,44.0345,Lake Champlain,Addison,Addison,VTHP,F&W,Yes,Large,Concrete,No,Yes,Northwest,N/A,Medium,All Year,Heavy,Yes,Yes,Yes,Yes,No,Chimney Point,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Take US Route 7 to Vergennes.  In Vergennes turn onto VT Route 22A South and continue for 6 miles to Addison.  In Addison turn left onto VT Route 17 and head West.  Proceed West on VT Route 17 for 8.1 miles, past the entrance to DAR State Park to Chimney Point Historic Park.  The Acces Area is located at the intersection of Route 17 and route 125, at the Chimney Point Historic Site  just before the bridge that crosses Lake Champlain.",172800,400
196,-72.4278,44.5326,Lamoille River,Wolcott,Lamoille,F&W,F&W,No,N/A,None,Yes,Yes,N/A,N/A,Medium,Spring-Summer,Light,No,No,No,No,No,Fisher Bridge,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Take Interstate 89 to Exit 10 for Waterbury/Stowe and turn onto VT Route 100 North towards Stowe.  Travel for 18.5 miles to Morrisville.  At Morrisville Center (a.k.a. Morrisville 4 Corners) continue straight on Main St for 0.25 miles then bear LEFT onto VT Route 15A.  Follow VT Route 15A for 2 miles to VT Route 15.  Turn RIGHT onto VT Route 15 East towards Wolcott.  Travel for 8.1 miles and the Access Area will be on the RIGHT adjacent to the railroad bridge which crosses the Lamoille River.,0,0
197,-72.1939,44.8119,Willoughby River,Barton,Orleans,F&W,F&W,No,N/A,None,No,Yes,N/A,N/A,Small,Spring,Moderate,No,No,Yes,No,No,Willoughby Falls,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Take Interstate 91 to Exit 26 in Orleans.  Off the Exit take VT Route 58 East for 1.5 miles to Brownington Center Rd.  Turn RIGHT onto Brownington Center Rd and travel for 1/4 mile to the Access Area of the RIGHT.,0,0
198,-72.3761,44.6664,Little Hosmer Pond,Craftsbury,Orleans,DEC (Dam),F&W,Yes,Small,Concrete Plank,No,Yes,North,N/A,Small,Spring,Light,No,No,No,No,No,Little Hosmer,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,From Interstate 91 take Exit 26 for Orleans.  Off of the Exit follow US Route 5 North for1/10 of a mile then turn LEFT onto VT Route 58 West.  Travel West on Rte 58 for 3.5 miles to VT Route 14 in the town of Irasburg.  Turn LEFT onto VT Route 14 South and travel for 9.3 miles to Wylie Hill Rd.  Turn LEFT on Wylie Hill Rd and drive for 2.2 miles to Little Hosmer Dr.  Turn LEFT onto Little Hosmer Dr and continue to the Access Area.,183,9
200,-73.3754,43.8006,Lake Champlain,Orwell,Addison,State MOA,F&W,Yes,Medium,Concrete,No,Yes,North,N/A,Small,All Year,Light,Yes,No,No,No,Yes,Chipmans Point,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take US Route 7 to Brandon, then head West on VT Route 73.  Continue West on VT 73 for 5.9 miles, then turn LEFT and head South on VT Route 30/ VT Route 73.  Head South for 2.2 miles and then turn RIGHT and head West onto VT Route 73.  Continue West on VT Route 73 for 5.6 miles and veer LEFT onto Mount Independence Rd.  Follow Mount Independence Rd for 3 miles and veer LEFT onto Chipmans Point Rd.  Continue on Chipman's Point Rd to the Access Area at the end.",172800,400
203,-72.7994,43.6753,Kent Pond,Killington,Rutland,F&W,F&W,No,N/A,None,Yes,No,N/A,N/A,Medium,All Year,Heavy,No,No,No,No,No,Kent Pond Shorefishing Platform,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,N/A,71,15
206,-73.3476,44.6891,Lake Champlain,Grand Isle,Grand Isle,F&W,F&W,No,N/A,None,No,Yes,Protected,Protected,Small,All Year,Light,No,No,No,No,No,Ed Weed,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,N/A,172800,400
214,-73.0167,43.2106,Bullhead Pond,Manchester,Bennington,F&W,F&W,Yes,Carry-on,None,No,No,Protected,Protected,Small,Spring-Fall,Light,No,No,No,No,No,Bullhead Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,N/A,5,15
219,-73.2669,44.6374,Lake Champlain,South Hero,Grand Isle,F&W,F&W,Yes,Large,Concrete,No,No,Protected,Protected,Large,All Year,Moderate,Yes,Yes,Yes,Yes,No,John Guilmette,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N/A,172800,400
242,-73.0342,44.1233,New Haven River,Bristol,Addison,Town,Municipality,No,N/A,None,Yes,No,N/A,N/A,Medium,Spring-Summer,Light,No,No,No,No,No,New Haven Fishing Platform,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N/A,0,0
250,-72.3622,44.6836,Great Hosmer Pond,Craftsbury,Lamoille,F&W,F&W,Yes,Small,Gravel,No,Yes,Protected,Protected,Small,All Year,Light,No,No,No,No,No,Gordon (PeeWee) Wing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,N/A,N/A,N/A
267,-73.3958,43.5698,Poultney River,West Haven,Rutland,F&W,F&W,Yes,Small,Gravel,No,No,Protected,Protected,Small,Spring-Fall,Light,No,No,No,No,No,Ward Marsh,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N/A,0,N/A
271,-72.8713,44.9902,Lake Carmi,Franklin,Franklin,F&W,F&W,Yes,Small,Concrete,No,No,Southern,N/A,Small,Spring-Fall,Seasonal,Yes,No,No,No,No,Lake Carmi,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,N/A,1402,33
272,-73.0814,44.2773,Lewis Creek,Monkton,Addison,F&W,F&W,Yes,Carry-on,None,No,No,Protected,Protected,Small,Spring,Light,No,No,No,No,No,Lewis Creek at Tyler Bridge,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N/A,N/A,N/A
274,-71.596,44.7746,Connecticut River,Lemington,Essex,FPR easement,No Management,Yes,Small,Timber Crib,No,No,Protected,Protected,Small,Spring-Fall,Light,No,No,No,No,No,Francis John Smith,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N/A,N/A,N/A
275,-72.4789,44.5513,Lamoille River,Wolcott,Lamoille,F&W,F&W,Yes,Carry-on,None,No,No,Protected,Protected,Small,Spring-Fall,Light,No,No,No,No,No,Upper Lamoille River,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N/A,N/A,N/A
276,-72.6786,44.6218,Lamoille River,Johnson,Lamoille,F&W,F&W,Yes,Carry-on,None,No,No,Protected,Protected,Small,Spring-Fall,Light,No,No,No,No,No,Dog Head Falls,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N/A,N/A,N/A
